Date,Close
1980-01-01,101.04342830602246
1980-01-02,100.81453780076721
1980-01-03,102.17087699513085
1980-01-04,105.33415369687971
1980-01-07,104.89354116413129
1980-01-08,104.45480798273765
1980-01-09,107.80617373540665
1980-01-10,109.51477400649242
1980-01-11,108.54125903398833
1980-01-14,109.77334968978218
1980-01-15,108.81083724332568
1980-01-16,107.85173462952966
1980-01-17,108.42760406224016
1980-01-18,104.33279456876743
1980-01-21,100.78567646015722
1980-01-22,99.70268506070363
1980-01-23,97.73292455555814
1980-01-24,98.39606618513716
1980-01-25,96.65837513886184
1980-01-28,93.97651670746542
1980-01-29,96.77826903635231
1980-01-30,96.3896887927134
1980-01-31,96.56810104002224
1980-02-01,93.86471925576289
1980-02-04,92.88972423669699
1980-02-05,93.14228093845722
1980-02-06,91.04477093322868
1980-02-07,91.7744429525021
1980-02-08,90.71790932613959
1980-02-11,90.23407717898402
1980-02-12,89.19335256871837
1980-02-13,92.54221544734726
1980-02-14,92.56355689394678
1980-02-15,90.65178218265345
1980-02-18,92.18846502342731
1980-02-19,89.98366143572399
1980-02-20,90.40459593240453
1980-02-21,86.90659280106131
1980-02-22,84.6415411591549
1980-02-25,85.01717221678547
1980-02-26,86.31538686678954
1980-02-27,86.65444061456583
1980-02-28,86.49740250724182
1980-02-29,86.01982226641583
1980-03-03,83.51925415101043
1980-03-04,82.35866223846119
1980-03-05,81.64115572376804
1980-03-06,83.40813676810396
1980-03-07,84.02312182345301
1980-03-10,81.10248236884449
1980-03-11,81.66878455737783
1980-03-12,81.08070748923402
1980-03-13,80.02361501468658
1980-03-14,81.0426716815058
1980-03-17,82.75436838897473
1980-03-18,84.33717484225478
1980-03-19,82.96388102444926
1980-03-20,82.49237618982428
1980-03-21,83.08023989913478
1980-03-24,84.74283589390485
1980-03-25,83.97316423260214
1980-03-26,83.70343263526902
1980-03-27,81.89329407933863
1980-03-28,79.975104608014
1980-03-31,81.31481809955781
1980-04-01,83.56121583034393
1980-04-02,83.48274746961447
1980-04-03,85.20013997519094
1980-04-04,85.85906979581225
1980-04-07,84.79431491832828
1980-04-08,85.44970135717858
1980-04-09,88.12102722751663
1980-04-10,88.1020577481199
1980-04-11,90.90318735708371
1980-04-14,86.18589256294757
1980-04-15,87.64582615986627
1980-04-16,87.84235138411599
1980-04-17,87.36108024272026
1980-04-18,87.56520592843115
1980-04-21,84.12827144288805
1980-04-22,83.80084052681916
1980-04-23,84.44138589633724
1980-04-24,86.97963566777446
1980-04-25,86.1216721842127
1980-04-28,84.77228265335276
1980-04-29,83.96409255198012
1980-04-30,85.5434185826965
1980-05-01,86.14876984664389
1980-05-02,85.27921253198511
1980-05-05,86.19740523892611
1980-05-06,86.40799577503653
1980-05-07,88.12531023006926
1980-05-08,86.93214122201934
1980-05-09,86.40606072539244
1980-05-12,85.77179486381648
